Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2012-05-18,38.05066680908203,44.788909937520984,37.821746169462166,41.85274730447847,573576400
2012-05-21,33.870361328125,36.48802485048197,32.845194355637865,36.35863362779454,168192700
2012-05-22,30.854581832885742,33.432432531440895,30.79486381895514,32.45703007750149,101786600
2012-05-23,31.849891662597656,32.347546219825745,31.212894436834176,31.222847755786916,73600000
2012-05-24,32.875057220458984,33.05421315600395,31.620969468447022,32.79543446955165,50237200
2012-05-25,31.760313034057617,32.79543540293265,30.964066518308705,32.745670707598876,37149800
2012-05-29,28.704713821411133,31.541345059558342,28.515604565960945,31.33232916702889,78063400
2012-05-30,28.057767868041992,29.411387136817577,27.72931589640653,28.565375805733478,57267900
2012-05-31,29.46114730834961,29.530818635855635,26.70414087325985,28.41607170055536,111639200
2012-06-01,27.589967727661133,29.013260052612164,27.261515798703314,28.754479457311845,41855500
2012-06-04,26.773815155029297,27.520297000792574,26.315973867527205,27.07240903237551,35230300
2012-06-05,25.748647689819336,27.62978131329522,25.6292097604932,26.574754180920536,42473400
2012-06-06,26.684236526489258,27.042548411146505,25.400288770469885,25.94770801789494,61489200
2012-06-07,26.186582565307617,27.221704967256205,26.027333257069603,26.87334639358499,26159500
2012-06-08,26.972877502441406,27.629781369057195,26.315973635825614,26.425456347993922,38034000
2012-06-11,26.883298873901367,27.93832598266214,26.71409625187735,27.052501495925387,28219600
2012-06-12,27.271469116210938,27.639734320612682,26.833532578155165,27.351093768730035,15816800
2012-06-13,27.142078399658203,27.9681848398041,26.972875784283676,27.53024832382273,17102800
2012-06-14,28.15729522705078,28.18715328494323,27.251562203483825,27.520296114924523,16855000
2012-06-15,29.869226455688477,29.958804426971096,28.21701349398907,28.376262798846742,43563800
2012-06-18,31.262657165527344,31.929516204578466,29.272039061904326,29.819458281040113,42978900
2012-06-19,31.760313034057617,32.02904694502342,30.55598994168721,31.392049732424287,30849000
2012-06-20,31.45176887512207,31.780220811954866,31.003879007440304,31.770267492850657,15553600
2012-06-21,31.690645217895508,32.34754914088441,31.362193256401053,31.52144257722251,21875300
2012-06-22,32.89496612548828,33.29309129788391,31.909612208853794,32.2579688870977,74834000
2012-06-25,31.90961265563965,32.865108526604004,31.402002863887713,32.70585921477661,24352900
2012-06-26,32.94472885131836,33.28313408856248,32.34754492526535,32.536652282594815,24858700
2012-06-27,32.07881164550781,32.74567071285658,31.75035972040847,32.3077322815222,28568000
2012-06-28,31.212892532348633,32.03899707260413,30.755049380465774,31.810076445863388,17713300
2012-06-29,30.954113006591797,31.839937487140357,30.61570776490779,31.770266154746842,19526900
2012-07-02,30.625661849975586,31.581157686828185,30.406692630229095,31.103409768401885,14122000
2012-07-03,31.05364418029785,31.292518132650738,30.655519027974954,30.765003634703895,8763600
2012-07-05,31.322376251220703,31.481625553099565,30.874488301586936,31.173080268009446,10032100
2012-07-06,31.581159591674805,31.750362226956582,31.113364963967108,31.292520918783296,10945600
2012-07-09,32.01908874511719,32.72576102151656,31.839934719563963,31.949417418779614,17785200
2012-07-10,31.322376251220703,32.32763865583191,31.013830966130584,32.2778739608953,14269500
2012-07-11,30.824722290039062,31.411954813701414,30.406692390116735,31.332330161259133,13030300
2012-07-12,30.66547393798828,31.252706479897046,30.45645993073339,30.555991223979227,11300700
2012-07-13,30.575895309448242,30.924253879151504,30.416646003024148,30.89439582069791,8108300
2012-07-16,28.117483139038086,30.356928698784483,28.07766986229875,30.356928698784483,24672100
2012-07-17,27.958232879638672,28.45588743157471,27.022641790446514,28.346402822660313,30438600
2012-07-18,28.97344970703125,29.152605656186616,28.017951944336485,28.177201255052022,16841800
2012-07-19,28.86396598815918,29.361620574161925,28.49570075922045,29.272042596809303,13685100
2012-07-20,28.625089645385742,29.33175818778588,28.585276370568106,28.86396359908726,11869100
2012-07-23,28.615135192871094,28.8639624554178,27.87860672354101,27.988091326549995,12390700
2012-07-24,28.316545486450195,29.31185461569763,27.96818691153329,28.684808801166902,11539800
2012-07-25,29.202369689941406,29.35166567804265,27.94827997276829,28.25682526796439,17230200
2012-07-26,26.724048614501953,28.09757428065987,26.604610692122346,27.619826387944194,64597400
2012-07-27,23.598777770996094,24.42488614370399,22.175487357404165,23.081218483508778,123102300
2012-07-30,23.041404724121094,23.92723109245881,22.9219686981349,23.88741781819581,29285900
2012-07-31,21.608158111572266,23.260372846487297,21.50862872737851,23.260372846487297,56179400
2012-08-01,20.782052993774414,21.478770117136413,20.742241617285938,21.39914546575802,44604400
2012-08-02,19.945993423461914,20.742239870178423,19.72702422681392,20.672568543390888,56374500
2012-08-03,20.99106788635254,22.05604825951179,19.806649592636496,20.264492739969302,80647000
2012-08-06,21.817176818847656,22.04609746956658,21.200084305603653,21.289662281693936,27778900
2012-08-07,20.622804641723633,22.344690892062186,20.40383731493908,22.095863607733662,36782900
2012-08-08,20.622804641723633,21.05078787451294,20.12515007306658,20.61285132254231,29537400
2012-08-09,20.91144561767578,21.070694930933538,20.513322334531388,20.652665009031537,15610700
2012-08-10,21.707691192626953,21.717644511551214,21.030880692989,21.309567927663885,25794700
2012-08-13,21.49867820739746,22.344691371964792,21.299615616298716,22.046097485316672,24973100
2012-08-14,20.284399032592773,21.49867737410678,20.155009682274827,21.309568109733018,39308800
2012-08-15,21.100555419921875,21.30956943693051,20.304306935199353,20.54318091109563,47861100
2012-08-16,19.776792526245117,20.383929782462413,19.597636585642775,20.344118405884917,157565300
2012-08-17,18.960636138916016,19.98580511657801,18.91087144709996,19.91613378867501,129293400
2012-08-20,19.916135787963867,20.03557181967256,18.66204606461365,18.96063804228687,101186600
2012-08-21,19.07012176513672,19.88627490460477,19.000450433484776,19.488151653449798,70640600
2012-08-22,19.34881019592285,19.438388170315207,18.871060366363114,19.26918554072982,49892200
2012-08-23,19.34881019592285,19.637448859097034,19.26918554072982,19.408528212717247,32813700
2012-08-24,19.31894874572754,19.58768264814201,19.159699447645195,19.428433350059667,29622200
2012-08-27,19.060169219970703,19.438387747716128,19.010404523457535,19.398574471784407,20704000
2012-08-28,19.249277114868164,19.289088489567085,18.861107194147266,19.010403171470585,25417000
2012-08-29,19.01040267944336,19.289087990326927,18.98054272539099,19.229369980623492,16124700
2012-08-30,19.00044822692871,19.3587600605575,18.97058827465925,19.179604143743106,30647500
2012-08-31,17.97528076171875,18.612279839325655,17.945422705444326,18.592373202875145,58764200
2012-09-04,17.646831512451172,18.184299387178395,17.467675554208764,17.99519010921123,46622400
2012-09-05,18.49284553527832,18.662048181392347,18.094722220422295,18.184300203565112,60781800
2012-09-06,18.87105941772461,19.169653283489474,18.632185464153576,18.652092101551517,46066500
2012-09-07,18.890966415405273,19.32890295450508,18.691905732833703,19.01040434366939,36371700
2012-09-10,18.721763610839844,19.109935450159686,18.4629830174271,18.97059088545962,24797800
2012-09-11,19.338857650756836,19.488153647919127,18.76157840290148,18.831249741683774,50508200
2012-09-12,20.831819534301758,21.0607401691311,20.184869006200756,20.66261691325367,121584000
2012-09-13,20.612850189208984,21.37923863841973,20.513320799671106,20.86167745985652,65041600
2012-09-14,21.896799087524414,21.976423735542994,20.801958753467922,21.03087937922117,72819800
2012-09-17,21.419052124023438,22.643281852056752,21.39914548655913,22.563657200600964,50667600
2012-09-18,21.767410278320312,21.876892985520417,21.26975574144277,21.498676372790104,36760500
2012-09-19,23.180747985839844,23.260372631499695,21.667877819901378,21.886845120865644,78782800
2012-09-20,22.484031677246094,23.13098218253674,22.43426698391657,22.91201487412492,57248900
2012-09-21,22.75276756286621,23.13098420101851,22.493986958487675,22.862250277425243,51218100
2012-09-24,20.69247817993164,21.876894703883472,20.264494940855958,21.677834012537687,79106500
2012-09-25,20.18486976623535,21.11050565910344,20.12514985180399,21.100554238433045,46291700
